interval,timbre_type,model,value
3.58,Harmonic,roughness,0.14143875000833897
3.58,Harmonic,harmonicity,1.024098701330842
3.59,Carillon,roughness,0.2221560839690715
3.59,Carillon,harmonicity,0.9117200230388123
3.59,Harmonic,roughness,0.14042726582723877
3.59,Harmonic,harmonicity,1.0313739815296052
3.6,Carillon,roughness,0.2231357444874751
3.6,Carillon,harmonicity,0.9173915098327406
3.6,Harmonic,roughness,0.1393336877394185
3.6,Harmonic,harmonicity,1.039029708821635
3.61,Carillon,roughness,0.2240526984015937
3.61,Carillon,harmonicity,0.9178156071977158
3.61,Harmonic,roughness,0.1381599737403609
3.61,Harmonic,harmonicity,1.047431904383427
3.62,Carillon,roughness,0.2249071842006809
3.62,Carillon,harmonicity,0.9262495455286959
3.62,Harmonic,roughness,0.13690851590565137
3.62,Harmonic,harmonicity,1.048897966627747
3.63,Carillon,roughness,0.225699578102507
3.63,Carillon,harmonicity,0.9344149950009555
3.63,Harmonic,roughness,0.13558218045821685
3.63,Harmonic,harmonicity,1.0663247271472616
3.64,Carillon,roughness,0.22643039365818074
3.64,Carillon,harmonicity,0.942738048477257
3.64,Harmonic,roughness,0.134184351882652
3.64,Harmonic,harmonicity,1.0767207491320796
3.65,Carillon,roughness,0.22710028176803795
3.65,Carillon,harmonicity,0.9491401043342812
3.65,Harmonic,roughness,0.13271898131663323
3.65,Harmonic,harmonicity,1.087673380000239
3.66,Carillon,roughness,0.2277100311137477
3.66,Carillon,harmonicity,0.9555054486346433
3.66,Harmonic,roughness,0.13119063946842885
3.66,Harmonic,harmonicity,1.0991149519096033
3.67,Carillon,roughness,0.22826056901251923
3.67,Carillon,harmonicity,0.9621250101998957
3.67,Harmonic,roughness,0.1296045743296268
3.67,Harmonic,harmonicity,1.1109695348415782
3.68,Carillon,roughness,0.22875296270006704
3.68,Carillon,harmonicity,0.9705013941309542
3.68,Harmonic,roughness,0.12796677397340542
3.68,Harmonic,harmonicity,1.1231531407317554
3.69,Carillon,roughness,0.22918842104991943
3.69,Carillon,harmonicity,0.9770424651352118
3.69,Harmonic,roughness,0.12628403475088032
3.69,Harmonic,harmonicity,1.1355741342206989
3.7,Carillon,roughness,0.22956829673745677
3.7,Carillon,harmonicity,0.9834207536867317
3.7,Harmonic,roughness,0.12456403522178522
3.7,Harmonic,harmonicity,1.1391045931209
3.71,Carillon,roughness,0.2298940888579036
3.71,Carillon,harmonicity,0.9933477390487956
3.71,Harmonic,roughness,0.1228154161805811
3.71,Harmonic,harmonicity,1.1607275769475844
3.72,Carillon,roughness,0.23016744600853306
3.72,Carillon,harmonicity,1.0021423414288588
3.72,Harmonic,roughness,0.12104786716541137
3.72,Harmonic,harmonicity,1.173245488136769
3.73,Carillon,roughness,0.23039016984613714
3.73,Carillon,harmonicity,1.0072896427356715
3.73,Harmonic,roughness,0.11927221986530055
3.73,Harmonic,harmonicity,1.1855742376341927
3.74,Carillon,roughness,0.2305642191318979
3.74,Carillon,harmonicity,1.0149527485512035
3.74,Harmonic,roughness,0.11750054887036014
3.74,Harmonic,harmonicity,1.1975984952790493
3.75,Carillon,roughness,0.2306491648255819
3.75,Carillon,harmonicity,1.0214528451159515
3.75,Harmonic,roughness,0.11574628024109977
3.75,Harmonic,harmonicity,1.2076926896847553
3.7600000000000002,Carillon,roughness,0.23073344207095267
3.7600000000000002,Carillon,harmonicity,1.0277735260095333
3.7600000000000002,Harmonic,roughness,0.11402430840601435
3.7600000000000002,Harmonic,harmonicity,1.220273715435302
3.77,Carillon,roughness,0.2307758868880689
3.77,Carillon,harmonicity,1.0318705378631787
3.77,Harmonic,roughness,0.11235112193161678
3.77,Harmonic,harmonicity,1.2307017149774886
3.7800000000000002,Carillon,roughness,0.23077913768805006
3.7800000000000002,Carillon,harmonicity,1.037634311623836
3.7800000000000002,Harmonic,roughness,0.110744938746304
3.7800000000000002,Harmonic,harmonicity,1.2336882415150316
3.79,Carillon,roughness,0.2307460180053318
3.79,Carillon,harmonicity,1.04818127561348
3.79,Harmonic,roughness,0.10922585143886383
3.79,Harmonic,harmonicity,1.2421370363360988
3.8000000000000003,Carillon,roughness,0.23067954377957267
3.8000000000000003,Carillon,harmonicity,1.0475485909972495
3.8000000000000003,Harmonic,roughness,0.10760767440335221
3.8000000000000003,Harmonic,harmonicity,1.2571388038618816
3.81,Carillon,roughness,0.2307723208051599
3.81,Carillon,harmonicity,1.0502023206327242
3.81,Harmonic,roughness,0.10633935956777922
3.81,Harmonic,harmonicity,1.2640537093559379
3.8200000000000003,Carillon,roughness,0.23065341165667655
3.8200000000000003,Carillon,harmonicity,1.0545379137086912
3.8200000000000003,Harmonic,roughness,0.10523098799610388
3.8200000000000003,Harmonic,harmonicity,1.269908063415271
3.83,Carillon,roughness,0.23051152083387508
3.83,Carillon,harmonicity,1.0556422273127495
3.83,Harmonic,roughness,0.10431183996178685
3.83,Harmonic,harmonicity,1.2739286479008876
3.84,Carillon,roughness,0.23034953481783763
3.84,Carillon,harmonicity,1.0571354686620331
3.84,Harmonic,roughness,0.10361397246838443
3.84,Harmonic,harmonicity,1.2782578432968985
3.85,Carillon,roughness,0.2301160803544203
3.85,Carillon,harmonicity,1.0581725543280798
3.85,Harmonic,roughness,0.10398578407896747
3.85,Harmonic,harmonicity,1.2806984007312736
3.86,Carillon,roughness,0.22991934014437
3.86,Carillon,harmonicity,1.0544155646734172
3.86,Harmonic,roughness,0.10385787916324082
3.86,Harmonic,harmonicity,1.2819685113850245
3.87,Carillon,roughness,0.22970712331978393
3.87,Carillon,harmonicity,1.0584566402321731
3.87,Harmonic,roughness,0.10406194602714941
3.87,Harmonic,harmonicity,1.2254732082337931
3.88,Carillon,roughness,0.22948138443045152
3.88,Carillon,harmonicity,1.05643310906413
3.88,Harmonic,roughness,0.10458587887594221
3.88,Harmonic,harmonicity,1.2810334261100913
3.89,Carillon,roughness,0.22924431200705828
3.89,Carillon,harmonicity,1.0551138640791453
3.89,Harmonic,roughness,0.10538887193556108
3.89,Harmonic,harmonicity,1.2788782853527352
3.9,Carillon,roughness,0.22899833087969013
3.9,Carillon,harmonicity,1.0527777297479572
3.9,Harmonic,roughness,0.10643296813072989
3.9,Harmonic,harmonicity,1.2756524130441205
3.91,Carillon,roughness,0.2287461051809491
3.91,Carillon,harmonicity,1.0490969500867733
3.91,Harmonic,roughness,0.10768329225319026
3.91,Harmonic,harmonicity,1.2714118976448552
3.92,Carillon,roughness,0.22849054203918268
3.92,Carillon,harmonicity,1.0455565025122213
3.92,Harmonic,roughness,0.10910783485701178
3.92,Harmonic,harmonicity,1.2662245663586593
3.93,Carillon,roughness,0.22823475419151532
3.93,Carillon,harmonicity,1.0415683114387582
3.93,Harmonic,roughness,0.11067725050682922
3.93,Harmonic,harmonicity,1.2601692241018785
3.94,Carillon,roughness,0.22797978773627306
3.94,Carillon,harmonicity,1.0356336042755003
3.94,Harmonic,roughness,0.11236466958669131
3.94,Harmonic,harmonicity,1.2533345473594006
3.95,Carillon,roughness,0.22772344832957267
3.95,Carillon,harmonicity,1.0342661483442137
3.95,Harmonic,roughness,0.11414552292775425
3.95,Harmonic,harmonicity,1.252932678842933
3.96,Carillon,roughness,0.22746349431614543
3.96,Carillon,harmonicity,1.0272788640050219
3.96,Harmonic,roughness,0.11599737856106805
3.96,Harmonic,harmonicity,1.2377221959843347
3.97,Carillon,roughness,0.2271979197047255
3.97,Carillon,harmonicity,1.0219334624805827
3.97,Harmonic,roughness,0.11789978994771813
3.97,Harmonic,harmonicity,1.2291566407427392
3.98,Carillon,roughness,0.22692494971959296
3.98,Carillon,harmonicity,1.0142573268902244
3.98,Harmonic,roughness,0.11983415508212349
3.98,Harmonic,harmonicity,1.2202318610858747
3.99,Carillon,roughness,0.22664303703239863
3.99,Carillon,harmonicity,1.0107028433902179
3.99,Harmonic,roughness,0.12178358590621113
3.99,Harmonic,harmonicity,1.2110591138815416
4,Carillon,roughness,0.2263508586759687
4,Carillon,harmonicity,1.0042927820793373
4,Harmonic,roughness,0.1237327875120246
4,Harmonic,harmonicity,1.2031458519590452
4.01,Carillon,roughness,0.22604731364329908
4.01,Carillon,harmonicity,0.9991068453871967
4.01,Harmonic,roughness,0.12566794664854536
4.01,Harmonic,harmonicity,1.192404074596973
4.0200000000000005,Carillon,roughness,0.22573152117651743
4.0200000000000005,Carillon,harmonicity,0.9904287373854607
4.0200000000000005,Harmonic,roughness,0.12757662908519496
4.0200000000000005,Harmonic,harmonicity,1.1831279463677586
4.03,Carillon,roughness,0.2254028197521446
4.03,Carillon,harmonicity,0.9894321245195479
4.03,Harmonic,roughness,0.12944768541966215
4.03,Harmonic,harmonicity,1.1835913245445877
4.04,Carillon,roughness,0.22506076677061798
4.04,Carillon,harmonicity,0.9921053757686362
4.04,Harmonic,roughness,0.13127116495148
4.04,Harmonic,harmonicity,1.176295677188527
4.05,Carillon,roughness,0.22470513895968597
4.05,Carillon,harmonicity,0.9822196929677999
4.05,Harmonic,roughness,0.13303823727553793
4.05,Harmonic,harmonicity,1.1565970261460627
4.0600000000000005,Carillon,roughness,0.22276827612607208
4.0600000000000005,Carillon,harmonicity,0.9746558300644024
4.0600000000000005,Harmonic,roughness,0.13474112128115548
4.0600000000000005,Harmonic,harmonicity,1.1484377699824528
4.07,Carillon,roughness,0.22241575151202703
4.07,Carillon,harmonicity,0.9718491744353569
4.07,Harmonic,roughness,0.1363730212728267
4.07,Harmonic,harmonicity,1.1407213865141261
4.08,Carillon,roughness,0.22204925953994456
4.08,Carillon,harmonicity,0.9606006947450054
4.08,Harmonic,roughness,0.13792806995847595
4.08,Harmonic,harmonicity,1.1347258568969103
4.09,Carillon,roughness,0.22166801725230698
4.09,Carillon,harmonicity,0.955757261758014
4.09,Harmonic,roughness,0.13917034765368846
4.09,Harmonic,harmonicity,1.1267835735740108
4.1,Carillon,roughness,0.22127134976202648
4.1,Carillon,harmonicity,0.9512098578759001
4.1,Harmonic,roughness,0.1405661411135487
4.1,Harmonic,harmonicity,1.1206181085919278
4.11,Carillon,roughness,0.22085879722628907
4.11,Carillon,harmonicity,0.9433015132441143
4.11,Harmonic,roughness,0.14187227328562255
4.11,Harmonic,harmonicity,1.115007874710845
4.12,Carillon,roughness,0.22043011145579894
4.12,Carillon,harmonicity,0.9435657100636702
4.12,Harmonic,roughness,0.14332519353935466
4.12,Harmonic,harmonicity,1.1176771646040111
4.13,Carillon,roughness,0.2199852532453745
4.13,Carillon,harmonicity,0.9388875837439179
4.13,Harmonic,roughness,0.14445377555077987
4.13,Harmonic,harmonicity,1.1054518561016307
4.14,Carillon,roughness,0.21952438708263353
4.14,Carillon,harmonicity,0.9352916431628141
4.14,Harmonic,roughness,0.14548745708519203
4.14,Harmonic,harmonicity,1.1014826477315327
4.15,Carillon,roughness,0.21904717917088076
4.15,Carillon,harmonicity,0.9319439919054385
4.15,Harmonic,roughness,0.14642582998015635
4.15,Harmonic,harmonicity,1.0960343681415616
4.16,Carillon,roughness,0.21855192791891345
4.16,Carillon,harmonicity,0.9288988355883199
4.16,Harmonic,roughness,0.14726918437753447
4.16,Harmonic,harmonicity,1.0950434626103376
4.17,Carillon,roughness,0.21803691182079746
4.17,Carillon,harmonicity,0.925662016269891
4.17,Harmonic,roughness,0.14801850666782804
4.17,Harmonic,harmonicity,1.090572419225457
4.18,Carillon,roughness,0.2175005934648601
4.18,Carillon,harmonicity,0.9235993256699723
4.18,Harmonic,roughness,0.1486754832620293
4.18,Harmonic,harmonicity,1.0903702979208874
4.19,Carillon,roughness,0.216941612300125
4.19,Carillon,harmonicity,0.9191247091547865
4.19,Harmonic,roughness,0.14924251023141458
4.19,Harmonic,harmonicity,1.0867907504347885
4.2,Carillon,roughness,0.216358778020887
4.2,Carillon,harmonicity,0.918874496259178
4.2,Harmonic,roughness,0.1497227088820726
4.2,Harmonic,harmonicity,1.0919575146902663
4.21,Carillon,roughness,0.2157510645540846
4.21,Carillon,harmonicity,0.9179230756302365
4.21,Harmonic,roughness,0.15011994735770248
4.21,Harmonic,harmonicity,1.0843249253638754
4.22,Carillon,roughness,0.21511760463542617
4.22,Carillon,harmonicity,0.916387201873441
4.22,Harmonic,roughness,0.15043886839151463
4.22,Harmonic,harmonicity,1.0849095447188242
4.23,Carillon,roughness,0.21445768496164025
4.23,Carillon,harmonicity,0.913053515648496
4.23,Harmonic,roughness,0.15068492335573552
4.23,Harmonic,harmonicity,1.0840714067109452
4.24,Carillon,roughness,0.21377074190746317
4.24,Carillon,harmonicity,0.9145031336294099
4.24,Harmonic,roughness,0.15086441278568688
4.24,Harmonic,harmonicity,1.083347988791304
4.25,Carillon,roughness,0.21305635779728516
4.25,Carillon,harmonicity,0.9134738859711546
4.25,Harmonic,roughness,0.15098453358453925
4.25,Harmonic,harmonicity,1.082345523510978
4.26,Carillon,roughness,0.21231425772265386
4.26,Carillon,harmonicity,0.913756573644883
4.26,Harmonic,roughness,0.15105343314489572
4.26,Harmonic,harmonicity,1.0820695733054162
4.2700000000000005,Carillon,roughness,0.21154430689805612
4.2700000000000005,Carillon,harmonicity,0.9115648612759352
4.2700000000000005,Harmonic,roughness,0.15108027065430144
4.2700000000000005,Harmonic,harmonicity,1.0814354977441447
4.28,Carillon,roughness,0.21074650854862226
4.28,Carillon,harmonicity,0.9088824628321751
4.28,Harmonic,roughness,0.15107528588395383
4.28,Harmonic,harmonicity,1.080759337749799
4.29,Carillon,roughness,0.20992100232466218
4.29,Carillon,harmonicity,0.9146735471058292
4.29,Harmonic,roughness,0.15104987579305587
4.29,Harmonic,harmonicity,1.0800132164620135
4.3,Carillon,roughness,0.2090680632390788
4.3,Carillon,harmonicity,0.9154844016876398
4.3,Harmonic,roughness,0.15101667931596113
4.3,Harmonic,harmonicity,1.0791747734087418
4.3100000000000005,Carillon,roughness,0.20818810112494346
4.3100000000000005,Carillon,harmonicity,0.9165257968906162
4.3100000000000005,Harmonic,roughness,0.15098967073529596
4.3100000000000005,Harmonic,harmonicity,1.0782274381791794
4.32,Carillon,roughness,0.20728166061172626
4.32,Carillon,harmonicity,0.9177812745252955
4.32,Harmonic,roughness,0.1509842620818734
4.32,Harmonic,harmonicity,1.0771605555915469
4.33,Carillon,roughness,0.20508495086887488
4.33,Carillon,harmonicity,0.9192323342225448
4.33,Harmonic,roughness,0.14906312429177832
4.33,Harmonic,harmonicity,1.0759693567147999
4.34,Carillon,roughness,0.2041506012962307
4.34,Carillon,harmonicity,0.9208585969481562
4.34,Harmonic,roughness,0.14918882123814345
4.34,Harmonic,harmonicity,1.0742898676007464
4.3500000000000005,Carillon,roughness,0.20319182748711295
4.3500000000000005,Carillon,harmonicity,0.9226380415300233
4.3500000000000005,Harmonic,roughness,0.14939153836326968
4.3500000000000005,Harmonic,harmonicity,1.0730261199059075
4.36,Carillon,roughness,0.20220972986868993
4.36,Carillon,harmonicity,0.9245473160364299
4.36,Harmonic,roughness,0.14968773038327948
4.36,Harmonic,harmonicity,1.0716858657564783
4.37,Carillon,roughness,0.2012055512579496
4.37,Carillon,harmonicity,0.9265621213168996
4.37,Harmonic,roughness,0.15006527177491333
4.37,Harmonic,harmonicity,1.0700587122063197
4.38,Carillon,roughness,0.20018067998531316
4.38,Carillon,harmonicity,0.9286576590913163
4.38,Harmonic,roughness,0.1505041246973565
4.38,Harmonic,harmonicity,1.0683615638474053
4.39,Carillon,roughness,0.19913665355948493
4.39,Carillon,harmonicity,0.9308091322023573
4.39,Harmonic,roughness,0.15098601474576967
4.39,Harmonic,harmonicity,1.0666177454756431
4.4,Carillon,roughness,0.19807516288162186
4.4,Carillon,harmonicity,0.9339085644721067
4.4,Harmonic,roughness,0.15149429827469804
4.4,Harmonic,harmonicity,1.0665531340283694
4.41,Carillon,roughness,0.196998057018105
4.41,Carillon,harmonicity,0.93518393319419435
4.41,Harmonic,roughness,0.1520138348857714
4.41,Harmonic,harmonicity,1.0630976690979237
4.42,Carillon,roughness,0.19590734854249672
4.42,Carillon,harmonicity,0.9382070263934544
4.42,Harmonic,roughness,0.15253086910924155
4.42,Harmonic,harmonicity,1.063149813605206
4.43,Carillon,roughness,0.1948052194585611
4.43,Carillon,harmonicity,0.9395087723559107
4.43,Harmonic,roughness,0.15303292074918054
4.43,Harmonic,harmonicity,1.060712516668127
4.44,Carillon,roughness,0.19369402771747862
4.44,Carillon,harmonicity,0.9423542104791142
4.44,Harmonic,roughness,0.15350868339684828
4.44,Harmonic,harmonicity,1.0599500920361011
4.45,Carillon,roughness,0.1925763143437676
4.45,Carillon,harmonicity,0.943640080725774
4.45,Harmonic,roughness,0.15368881915720195
4.45,Harmonic,harmonicity,1.0567924430962077
4.46,Carillon,roughness,0.19145481118578542
4.46,Carillon,harmonicity,0.9462336910133665
4.46,Harmonic,roughness,0.154091582019876
4.46,Harmonic,harmonicity,1.0572322232644205
4.47,Carillon,roughness,0.19033244930801974
4.47,Carillon,harmonicity,0.9474825854884572
4.47,Harmonic,roughness,0.15443995882137265
4.47,Harmonic,harmonicity,1.0545416744390366
4.48,Carillon,roughness,0.1892123680438938
4.48,Carillon,harmonicity,0.9492814814684833
4.48,Harmonic,roughness,0.15472648166391315
4.48,Harmonic,harmonicity,1.0537609388013098
4.49,Carillon,roughness,0.18809792472918507
4.49,Carillon,harmonicity,0.9509991040502602
4.49,Harmonic,roughness,0.15494445608730947
4.49,Harmonic,harmonicity,1.0532540260850671
4.5,Carillon,roughness,0.18699270513771496
4.5,Carillon,harmonicity,0.9526406733633219
4.5,Harmonic,roughness,0.15508789993068936
4.5,Harmonic,harmonicity,1.0530525231835568
4.51,Carillon,roughness,0.18590053464250822
4.51,Carillon,harmonicity,0.9542153699963373
4.51,Harmonic,roughness,0.1551514877317258
4.51,Harmonic,harmonicity,1.0547445621573832
4.5200000000000005,Carillon,roughness,0.18482501182276498
4.5200000000000005,Carillon,harmonicity,0.9557362147615033
4.5200000000000005,Harmonic,roughness,0.15513050039114556
4.5200000000000005,Harmonic,harmonicity,1.0536842393727512
4.53,Carillon,roughness,0.18376558593719464
4.53,Carillon,harmonicity,0.9572198716666273
4.53,Harmonic,roughness,0.15502077985274068
4.53,Harmonic,harmonicity,1.0546852959060466
4.54,Carillon,roughness,0.18271958130976976
4.54,Carillon,harmonicity,0.9586863750385642
4.54,Harmonic,roughness,0.15481868857074482
4.54,Harmonic,harmonicity,1.056011296492933
4.55,Carillon,roughness,0.1816845450347323
4.55,Carillon,harmonicity,0.960158785199521
4.55,Harmonic,roughness,0.1549267272966842
4.55,Harmonic,harmonicity,1.057614133713058
4.5600000000000005,Carillon,roughness,0.1806582636457155
4.5600000000000005,Carillon,harmonicity,0.9616627822876654
4.5600000000000005,Harmonic,roughness,0.15454320436891555
4.5600000000000005,Harmonic,harmonicity,1.0598109735884629
4.57,Carillon,roughness,0.1796387573665396
4.57,Carillon,harmonicity,0.963226213143579
4.57,Harmonic,roughness,0.1540595467000208
4.57,Harmonic,harmonicity,1.062483696384275
4.58,Carillon,roughness,0.17862427508193016
4.58,Carillon,harmonicity,0.9648786095730095
4.58,Harmonic,roughness,0.1534738926265764
4.58,Harmonic,harmonicity,1.065649024998227
4.59,Carillon,roughness,0.17761329002445095
4.59,Carillon,harmonicity,0.9666506961279723
4.59,Harmonic,roughness,0.15278476383632902
4.59,Harmonic,harmonicity,1.070894115926128
4.6000000000000005,Carillon,roughness,0.17660449617542304
4.6000000000000005,Carillon,harmonicity,0.9685739014558171
4.6000000000000005,Harmonic,roughness,0.1519910498839077
4.6000000000000005,Harmonic,harmonicity,1.0750645818403175
4.61,Carillon,roughness,0.17559680537923045
4.61,Carillon,harmonicity,0.9706798803537219
4.61,Harmonic,roughness,0.15109199643784954
4.61,Harmonic,harmonicity,1.0782437203671917
4.62,Carillon,roughness,0.17458934517200045
4.62,Carillon,harmonicity,0.973000046126294
4.62,Harmonic,roughness,0.15008719717832633
4.62,Harmonic,harmonicity,1.0835153219476645
4.63,Carillon,roughness,0.17358145732720673
4.63,Carillon,harmonicity,0.9755651071694444
4.63,Harmonic,roughness,0.14897658928120028
4.63,Harmonic,harmonicity,1.0893405261023625
4.64,Carillon,roughness,0.17257269712242862
4.64,Carillon,harmonicity,0.9784045997688996
4.64,Harmonic,roughness,0.1477604524399613
4.64,Harmonic,harmonicity,1.0957275508490811
4.65,Carillon,roughness,0.17156283333314348
4.65,Carillon,harmonicity,0.981070835601626
4.65,Harmonic,roughness,0.14643941139287348
4.65,Harmonic,harmonicity,1.102142845454504
4.66,Carillon,roughness,0.17055184896108683
4.66,Carillon,harmonicity,0.9850162945468629
4.66,Harmonic,roughness,0.14501444193820642
4.66,Harmonic,harmonicity,1.1102129673653498
4.67,Carillon,roughness,0.1695399427064808
4.67,Carillon,harmonicity,0.9883419475027165
4.67,Harmonic,roughness,0.14348688043579116
4.67,Harmonic,harmonicity,1.1175685706342877
4.68,Carillon,roughness,0.16852753119516276
4.68,Carillon,harmonicity,0.9930296822162715
4.68,Harmonic,roughness,0.1418584368085598
4.68,Harmonic,harmonicity,1.1282362990458246
4.69,Carillon,roughness,0.1675152519734473
4.69,Carillon,harmonicity,0.9971259069159275
4.69,Harmonic,roughness,0.14013121107303747
4.69,Harmonic,harmonicity,1.1353246266508845
4.7,Carillon,roughness,0.1665039672854039
4.7,Carillon,harmonicity,1.0025898362300047
4.7,Harmonic,roughness,0.13830771344303658
4.7,Harmonic,harmonicity,1.1461101930265538
4.71,Carillon,roughness,0.16540116347347733
4.71,Carillon,harmonicity,1.0079783248239338
4.71,Harmonic,roughness,0.13639088806640842
4.71,Harmonic,harmonicity,1.1565158370999014
4.72,Carillon,roughness,0.16439787460337554
4.72,Carillon,harmonicity,1.013778661842905
4.72,Harmonic,roughness,0.134384140470106
4.72,Harmonic,harmonicity,1.167476687926604
4.73,Carillon,roughness,0.163399501065919
4.73,Carillon,harmonicity,1.019989521028542
4.73,Harmonic,roughness,0.13229136880471679
4.73,Harmonic,harmonicity,1.1789763474470871
4.74,Carillon,roughness,0.16240785949023961
4.74,Carillon,harmonicity,1.0266045816217477
4.74,Harmonic,roughness,0.1301169989956224
4.74,Harmonic,harmonicity,1.1909929045762842
4.75,Carillon,roughness,0.1614250224405209
4.75,Carillon,harmonicity,1.0336124571043241
4.75,Harmonic,roughness,0.12786602392418545
4.75,Harmonic,harmonicity,1.203498214717149
4.76,Carillon,roughness,0.16045332730663572
4.76,Carillon,harmonicity,1.0409966917403557
4.76,Harmonic,roughness,0.1255440467791287
4.76,Harmonic,harmonicity,1.2171727859518338
4.7700000000000005,Carillon,roughness,0.1594953861361707
4.7700000000000005,Carillon,harmonicity,1.0487358159072036
4.7700000000000005,Harmonic,roughness,0.12315732873533922
4.7700000000000005,Harmonic,harmonicity,1.229827057110784
4.78,Carillon,roughness,0.15855409643941434
4.78,Carillon,harmonicity,1.056803449334054
4.78,Harmonic,roughness,0.1207128411348196
4.78,Harmonic,harmonicity,1.2435568069886542
4.79,Carillon,roughness,0.15763265300128282
4.79,Carillon,harmonicity,1.0651684410176216
4.79,Harmonic,roughness,0.11821832236267159
4.79,Harmonic,harmonicity,1.257586539511462
4.8,Carillon,roughness,0.1567344504291009
4.8,Carillon,harmonicity,1.0737950358495676
4.8,Harmonic,roughness,0.11568233962964937
4.8,Harmonic,harmonicity,1.2718470686658665
4.8100000000000005,Carillon,roughness,0.15586183287362582
4.8100000000000005,Carillon,harmonicity,1.0826430606850013
4.8100000000000005,Harmonic,roughness,0.11311435589208352
4.8100000000000005,Harmonic,harmonicity,1.2862596315922448
4.82,Carillon,roughness,0.1550165443629538
4.82,Carillon,harmonicity,1.091668126254481
4.82,Harmonic,roughness,0.11052480216008054
4.82,Harmonic,harmonicity,1.300735810339459
4.83,Carillon,roughness,0.15420064720093316
4.83,Carillon,harmonicity,1.1008218453559542
4.83,Harmonic,roughness,0.1079251554657118
4.83,Harmonic,harmonicity,1.315177700289932
4.84,Carillon,roughness,0.15341522663084584
4.84,Carillon,harmonicity,1.110052071551522
4.84,Harmonic,roughness,0.10532802278448161
4.84,Harmonic,harmonicity,1.3296297533160686
4.8500000000000005,Carillon,roughness,0.152658208687878
4.8500000000000005,Carillon,harmonicity,1.1193031657156565
4.8500000000000005,Harmonic,roughness,0.10274723122609221
4.8500000000000005,Harmonic,harmonicity,1.3436154235207745
4.86,Carillon,roughness,0.15192727779448337
4.86,Carillon,harmonicity,1.1285163000732537
4.86,Harmonic,roughness,0.10019792483393992
4.86,Harmonic,harmonicity,1.357188163151355
4.87,Carillon,roughness,0.1512204359731613
4.87,Carillon,harmonicity,1.1376298108810092
4.87,Harmonic,roughness,0.09769666835752847
4.87,Harmonic,harmonicity,1.3703470608826942
4.88,Carillon,roughness,0.15053598969592383
4.88,Carillon,harmonicity,1.146579611775076
4.88,Harmonic,roughness,0.0952615583877665
4.88,Harmonic,harmonicity,1.3828676322934108
4.89,Carillon,roughness,0.14987253774337284
4.89,Carillon,harmonicity,1.1552996800963242
4.89,Harmonic,roughness,0.09318847903728784
4.89,Harmonic,harmonicity,1.394616651193563
4.9,Carillon,roughness,0.1492289600363096
4.9,Carillon,harmonicity,1.1637226280999795
4.9,Harmonic,roughness,0.09095643354722534
4.9,Harmonic,harmonicity,1.4054618633908476
4.91,Carillon,roughness,0.1486044074050516
4.91,Carillon,harmonicity,1.1717803695294964
4.91,Harmonic,roughness,0.08855949669708331
4.91,Harmonic,harmonicity,1.4152747255846239
4.92,Carillon,roughness,0.1479982922638406
4.92,Carillon,harmonicity,1.1775344842003905
4.92,Harmonic,roughness,0.08662547679873012
4.92,Harmonic,harmonicity,1.4239332565790508
4.93,Carillon,roughness,0.1474102801597937
4.93,Carillon,harmonicity,1.1865291170316796
4.93,Harmonic,roughness,0.08487554671615105
4.93,Harmonic,harmonicity,1.4311621928542326
4.94,Carillon,roughness,0.1468402821678895
4.94,Carillon,harmonicity,1.1916543556901742
4.94,Harmonic,roughness,0.08333981851745244
4.94,Harmonic,harmonicity,1.437348950754592
4.95,Carillon,roughness,0.14628844810545114
4.95,Carillon,harmonicity,1.1990190797532212
4.95,Harmonic,roughness,0.08205095904977129
4.95,Harmonic,harmonicity,1.441919269845665
4.96,Carillon,roughness,0.14575516054146692
4.96,Carillon,harmonicity,1.203337154754748
4.96,Harmonic,roughness,0.08104437757498015
4.96,Harmonic,harmonicity,1.4449657385732888
4.97,Carillon,roughness,0.1452410295779288
4.97,Carillon,harmonicity,1.2087715167010873
4.97,Harmonic,roughness,0.08035842567183865
4.97,Harmonic,harmonicity,1.4464358768743146
4.98,Carillon,roughness,0.14474688838217356
4.98,Carillon,harmonicity,1.212112734834036
4.98,Harmonic,roughness,0.0800346101358658
4.98,Harmonic,harmonicity,1.446295804032635
4.99,Carillon,roughness,0.14427331639722274
4.99,Carillon,harmonicity,1.2153910014978717
4.99,Harmonic,roughness,0.08010443913964128
4.99,Harmonic,harmonicity,1.444530921194039
5,Carillon,roughness,0.14381842102721556
5,Carillon,harmonicity,1.2174333249113733
5,Harmonic,roughness,0.08054165374841059
5,Harmonic,harmonicity,1.4411463516309162
5.01,Carillon,roughness,0.14337956390719953
5.01,Carillon,harmonicity,1.2185982297047824
5.01,Harmonic,roughness,0.081305783792877
5.01,Harmonic,harmonicity,1.436116187242184
5.0200000000000005,Carillon,roughness,0.1429542939696607
5.0200000000000005,Carillon,harmonicity,1.2188729194645904
5.0200000000000005,Harmonic,roughness,0.08235944717533789
5.0200000000000005,Harmonic,harmonicity,1.429638283024025
5.03,Carillon,roughness,0.14254033737376615
5.03,Carillon,harmonicity,1.2182541755227123
5.03,Harmonic,roughness,0.08366814875002336
5.03,Harmonic,harmonicity,1.4216241089015764
5.04,Carillon,roughness,0.14213558695610898
5.04,Carillon,harmonicity,1.2167483681642117
5.04,Harmonic,roughness,0.085200089682679
