interval,timbre_type,model,value
6.87,Carillon,harmonicity,1.129424083241389
6.87,Harmonic,roughness,0.08406408324181075
6.87,Harmonic,harmonicity,1.2866846921245019
6.88,Carillon,roughness,0.0560749044186548
6.88,Carillon,harmonicity,1.1394314115849593
6.88,Harmonic,roughness,0.07972623896822867
6.88,Harmonic,harmonicity,1.3028549936660943
6.890000000000001,Carillon,roughness,0.05540845874233694
6.890000000000001,Carillon,harmonicity,1.1491053328785978
6.890000000000001,Harmonic,roughness,0.07543619055944913
6.890000000000001,Harmonic,harmonicity,1.3188285151370134
6.9,Carillon,roughness,0.054781300812104694
6.9,Carillon,harmonicity,1.1579613764326213
6.9,Harmonic,roughness,0.07121709824736487
6.9,Harmonic,harmonicity,1.334458928068627
6.91,Carillon,roughness,0.05419808507685885
6.91,Carillon,harmonicity,1.1671738691876767
6.91,Harmonic,roughness,0.06709442590926845
6.91,Harmonic,harmonicity,1.3480019893037314
6.92,Carillon,roughness,0.05366377709423772
6.92,Carillon,harmonicity,1.1752376375309863
6.92,Harmonic,roughness,0.063096120289292
6.92,Harmonic,harmonicity,1.3640918619904336
6.93,Carillon,roughness,0.05318367026056112
6.93,Carillon,harmonicity,1.1819933219478835
6.93,Harmonic,roughness,0.05925280219545669
6.93,Harmonic,harmonicity,1.3777958025680797
6.94,Carillon,roughness,0.05276340333547808
6.94,Carillon,harmonicity,1.189411869697499
6.94,Harmonic,roughness,0.05559797042306857
6.94,Harmonic,harmonicity,1.3905648230450656
6.95,Carillon,roughness,0.05240897879696777
6.95,Carillon,harmonicity,1.1953341208802621
6.95,Harmonic,roughness,0.05216821920125597
6.95,Harmonic,harmonicity,1.4009702875827308
6.96,Carillon,roughness,0.05212678206386256
6.96,Carillon,harmonicity,1.2003086826624767
6.96,Harmonic,roughness,0.049003470008209
6.96,Harmonic,harmonicity,1.412762988989761
6.97,Carillon,roughness,0.051923601624646265
6.97,Carillon,harmonicity,1.2042986144274785
6.97,Harmonic,roughness,0.046147218652040245
6.97,Harmonic,harmonicity,1.4219528816516118
6.98,Carillon,roughness,0.05180665011297189
6.98,Carillon,harmonicity,1.207238080036759
6.98,Harmonic,roughness,0.0436467985688739
6.98,Harmonic,harmonicity,1.42973438396401
6.99,Carillon,roughness,0.051783484160363435
6.99,Carillon,harmonicity,1.2095784828558187
6.99,Harmonic,roughness,0.04155366134726922
6.99,Harmonic,harmonicity,1.4352601908898708
7,Carillon,roughness,0.05185770680421311
7,Carillon,harmonicity,1.2106935676349622
7,Harmonic,roughness,0.039923675549193675
7,Harmonic,harmonicity,1.4407682963772572
7.01,Carillon,roughness,0.052027374345616675
7.01,Carillon,harmonicity,1.211402360316313
7.01,Harmonic,roughness,0.03881744496229579
7.01,Harmonic,harmonicity,1.4433297225919226
7.0200000000000005,Carillon,roughness,0.052290568591928786
7.0200000000000005,Carillon,harmonicity,1.2098515987578833
7.0200000000000005,Harmonic,roughness,0.0383006452649832
7.0200000000000005,Harmonic,harmonicity,1.445069311278492
7.03,Carillon,roughness,0.052606625303056785
7.03,Carillon,harmonicity,1.2077717410344042
7.03,Harmonic,roughness,0.03841655923466654
7.03,Harmonic,harmonicity,1.4452390462609686
7.04,Carillon,roughness,0.053046130688798245
7.04,Carillon,harmonicity,1.2049236854126546
7.04,Harmonic,roughness,0.03911677350807122
7.04,Harmonic,harmonicity,1.443673644610442
7.05,Carillon,roughness,0.053563126037993264
7.05,Carillon,harmonicity,1.2022853498422776
7.05,Harmonic,roughness,0.04033689052887193
7.05,Harmonic,harmonicity,1.440420599443971
7.0600000000000005,Carillon,roughness,0.05415107919010568
7.0600000000000005,Carillon,harmonicity,1.1961398571951367
7.0600000000000005,Harmonic,roughness,0.04201742307455506
7.0600000000000005,Harmonic,harmonicity,1.4356573676689743
7.07,Carillon,roughness,0.05480382956447834
7.07,Carillon,harmonicity,1.1905047450900206
7.07,Harmonic,roughness,0.044103476422927085
7.07,Harmonic,harmonicity,1.4294562478065242
7.08,Carillon,roughness,0.05551557035164267
7.08,Carillon,harmonicity,1.1844190356364885
7.08,Harmonic,roughness,0.04654444925337746
7.08,Harmonic,harmonicity,1.4219055110758516
7.09,Carillon,roughness,0.056280831457495226
7.09,Carillon,harmonicity,1.1772227608755725
7.09,Harmonic,roughness,0.04929375223545159
7.09,Harmonic,harmonicity,1.4131074797779402
7.1000000000000005,Carillon,roughness,0.057094463170307586
7.1000000000000005,Carillon,harmonicity,1.1691372301524403
7.1000000000000005,Harmonic,roughness,0.05230854331362417
7.1000000000000005,Harmonic,harmonicity,1.4042850885451792
7.11,Carillon,roughness,0.05795162052167061
7.11,Carillon,harmonicity,1.1606099373804502
7.11,Harmonic,roughness,0.05554947875052552
7.11,Harmonic,harmonicity,1.392234682785551
7.12,Carillon,roughness,0.058847748313580944
7.12,Carillon,harmonicity,1.151590442884975
7.12,Harmonic,roughness,0.0587019916462348
7.12,Harmonic,harmonicity,1.3804122489466257
7.13,Carillon,roughness,0.05977856678493894
7.13,Carillon,harmonicity,1.149468776045119
7.13,Harmonic,roughness,0.06229997991415046
7.13,Harmonic,harmonicity,1.3793763953806604
7.140000000000001,Carillon,roughness,0.06074005789177608
7.140000000000001,Carillon,harmonicity,1.1396189302286788
7.140000000000001,Harmonic,roughness,0.06602445704541932
7.140000000000001,Harmonic,harmonicity,1.366697263339555
7.15,Carillon,roughness,0.06011159902392436
7.15,Carillon,harmonicity,1.1293642480285109
7.15,Harmonic,roughness,0.0698478793069181
7.15,Harmonic,harmonicity,1.3534182889881885
7.16,Carillon,roughness,0.06115434120911701
7.16,Carillon,harmonicity,1.1187294813577884
7.16,Harmonic,roughness,0.07374516311142225
7.16,Harmonic,harmonicity,1.3409776245312535
7.17,Carillon,roughness,0.062216575190759155
7.17,Carillon,harmonicity,1.1013167890613127
7.17,Harmonic,roughness,0.07769351358138601
7.17,Harmonic,harmonicity,1.3126987847613778
7.18,Carillon,roughness,0.06329521386654118
7.18,Carillon,harmonicity,1.0940145230611593
7.18,Harmonic,roughness,0.08167226358347171
7.18,Harmonic,harmonicity,1.3001578992413996
7.19,Carillon,roughness,0.06438737146982276
7.19,Carillon,harmonicity,1.08077195131841
7.19,Harmonic,roughness,0.08566272263373789
7.19,Harmonic,harmonicity,1.283918971358807
7.2,Carillon,roughness,0.0654903530476625
7.2,Carillon,harmonicity,1.0676815876738428
7.2,Harmonic,roughness,0.08964803510618245
7.2,Harmonic,harmonicity,1.2708063417959485
7.21,Carillon,roughness,0.06660164439847692
7.21,Carillon,harmonicity,1.0584424376460417
7.21,Harmonic,roughness,0.09361304720837488
7.21,Harmonic,harmonicity,1.2554534748190522
7.22,Carillon,roughness,0.0677189024506435
7.22,Carillon,harmonicity,1.0509530847586563
7.22,Harmonic,roughness,0.09754418221760788
7.22,Harmonic,harmonicity,1.2415494936154259
7.23,Carillon,roughness,0.06883994606407381
7.23,Carillon,harmonicity,1.0379838058494983
7.23,Harmonic,roughness,0.10142932349864407
7.23,Harmonic,harmonicity,1.2279578326556282
7.24,Carillon,roughness,0.06996274723751482
7.24,Carillon,harmonicity,1.0276317452284705
7.24,Harmonic,roughness,0.10525770485080847
7.24,Harmonic,harmonicity,1.2157255926450063
7.25,Carillon,roughness,0.07108542270503194
7.25,Carillon,harmonicity,1.0176191388275402
7.25,Harmonic,roughness,0.10901980775713364
7.25,Harmonic,harmonicity,1.2019351340069226
7.26,Carillon,roughness,0.07220622590577001
7.26,Carillon,harmonicity,1.0097004583614806
7.26,Harmonic,roughness,0.1127072651319344
7.26,Harmonic,harmonicity,1.1914342623267296
7.2700000000000005,Carillon,roughness,0.07332353931175105
7.2700000000000005,Carillon,harmonicity,0.9981276840710968
7.2700000000000005,Harmonic,roughness,0.11631277118579571
7.2700000000000005,Harmonic,harmonicity,1.179550667357572
7.28,Carillon,roughness,0.07438731981998892
7.28,Carillon,harmonicity,0.9891545772433636
7.28,Harmonic,roughness,0.11982999704816061
7.28,Harmonic,harmonicity,1.16642156507788
7.29,Carillon,roughness,0.07549480394984714
7.29,Carillon,harmonicity,0.97873212961262
7.29,Harmonic,roughness,0.12325351180784978
7.29,Harmonic,harmonicity,1.1556362627900216
7.3,Carillon,roughness,0.0765946022970992
7.3,Carillon,harmonicity,0.9743990254065243
7.3,Harmonic,roughness,0.12657870865099582
7.3,Harmonic,harmonicity,1.1454065862720866
7.3100000000000005,Carillon,roughness,0.077685544718643
7.3100000000000005,Carillon,harmonicity,0.9645700573132677
7.3100000000000005,Harmonic,roughness,0.12980173579398263
7.3100000000000005,Harmonic,harmonicity,1.1357425810853181
7.32,Carillon,roughness,0.0787665565876363
7.32,Carillon,harmonicity,0.9572367176905208
7.32,Harmonic,roughness,0.13291943192599304
7.32,Harmonic,harmonicity,1.1266502054520033
7.33,Carillon,roughness,0.07983665298340656
7.33,Carillon,harmonicity,0.951404198327961
7.33,Harmonic,roughness,0.13592926589218676
7.33,Harmonic,harmonicity,1.1181319534061265
7.34,Carillon,roughness,0.0825411057067499
7.34,Carillon,harmonicity,0.9449921839274703
7.34,Harmonic,roughness,0.1388292803637367
7.34,Harmonic,harmonicity,1.1101874176261763
7.3500000000000005,Carillon,roughness,0.08361187032425145
7.3500000000000005,Carillon,harmonicity,0.938038807740823
7.3500000000000005,Harmonic,roughness,0.1419916133989008
7.3500000000000005,Harmonic,harmonicity,1.1041442061808813
7.36,Carillon,roughness,0.08466962491505163
7.36,Carillon,harmonicity,0.9324887997567523
7.36,Harmonic,roughness,0.14468017123899216
7.36,Harmonic,harmonicity,1.096006234270982
7.37,Carillon,roughness,0.08571369592440932
7.37,Carillon,harmonicity,0.925798278796875
7.37,Harmonic,roughness,0.14725634763747342
7.37,Harmonic,harmonicity,1.0897582990522532
7.38,Carillon,roughness,0.0867434743310995
7.38,Carillon,harmonicity,0.9227774556767049
7.38,Harmonic,roughness,0.14972000015661244
7.38,Harmonic,harmonicity,1.0840620808113786
7.390000000000001,Carillon,roughness,0.08775841129007325
7.390000000000001,Carillon,harmonicity,0.9185996934669379
7.390000000000001,Harmonic,roughness,0.15207133075133314
7.390000000000001,Harmonic,harmonicity,1.0789084276686802
7.4,Carillon,roughness,0.08875801398442548
7.4,Carillon,harmonicity,0.9146293835310769
7.4,Harmonic,roughness,0.1543108488059561
7.4,Harmonic,harmonicity,1.0742870163532567
7.41,Carillon,roughness,0.08974184167848837
7.41,Carillon,harmonicity,0.9115708251500819
7.41,Harmonic,roughness,0.15643933675040844
7.41,Harmonic,harmonicity,1.0701863688979556
7.42,Carillon,roughness,0.09070950196422774
7.42,Carillon,harmonicity,0.9098118604371012
7.42,Harmonic,roughness,0.15845781809969348
7.42,Harmonic,harmonicity,1.0665938122173562
7.43,Carillon,roughness,0.09166064719349933
7.43,Carillon,harmonicity,0.9065535240995443
7.43,Harmonic,roughness,0.16036752776992
7.43,Harmonic,harmonicity,1.0642083691837407
7.44,Carillon,roughness,0.09259497108912931
7.44,Carillon,harmonicity,0.9041844992763082
7.44,Harmonic,roughness,0.1621698845333465
7.44,Harmonic,harmonicity,1.0608757676262799
7.45,Carillon,roughness,0.09351220552811094
7.45,Carillon,harmonicity,0.9010848453368067
7.45,Harmonic,roughness,0.16386646548348377
7.45,Harmonic,harmonicity,1.0587180654642412
7.46,Carillon,roughness,0.0944121174905705
7.46,Carillon,harmonicity,0.8997737453490245
7.46,Harmonic,roughness,0.16545898238946363
7.46,Harmonic,harmonicity,1.057003767518765
7.47,Carillon,roughness,0.09529450616852263
7.47,Carillon,harmonicity,0.9000803632351216
7.47,Harmonic,roughness,0.16694925982679285
7.47,Harmonic,harmonicity,1.0557125878472275
7.48,Carillon,roughness,0.09615920022874268
7.48,Carillon,harmonicity,0.8990519109933048
7.48,Harmonic,roughness,0.1683392149789606
7.48,Harmonic,harmonicity,1.0548223886031338
7.49,Carillon,roughness,0.09700605522443452
7.49,Carillon,harmonicity,0.89912996871153406
7.49,Harmonic,roughness,0.16963083901152143
7.49,Harmonic,harmonicity,1.0543091373930285
7.5,Carillon,roughness,0.0978349511506877
7.5,Carillon,harmonicity,0.9000685326895743
7.5,Harmonic,roughness,0.17082617992705731
7.5,Harmonic,harmonicity,1.054146920655678
7.51,Carillon,roughness,0.09864579013903298
7.51,Carillon,harmonicity,0.8986253598952616
7.51,Harmonic,roughness,0.1719273268158656
7.51,Harmonic,harmonicity,1.0545029128219903
7.5200000000000005,Carillon,roughness,0.09943849428672498
7.5200000000000005,Carillon,harmonicity,0.8993555116975317
7.5200000000000005,Harmonic,roughness,0.17293639542346764
7.5200000000000005,Harmonic,harmonicity,1.0549168657142705
7.53,Carillon,roughness,0.10021300361668178
7.53,Carillon,harmonicity,0.8997930666121744
7.53,Harmonic,roughness,0.17385551496196563
7.53,Harmonic,harmonicity,1.055481299108486
7.54,Carillon,roughness,0.1009692741643052
7.54,Carillon,harmonicity,0.8988944275505407
7.54,Harmonic,roughness,0.1746868160979675
7.54,Harmonic,harmonicity,1.0564307469060452
7.55,Carillon,roughness,0.10170727618772551
7.55,Carillon,harmonicity,0.900386751268482
7.55,Harmonic,roughness,0.17543242005532847
7.55,Harmonic,harmonicity,1.0575786865784096
7.5600000000000005,Carillon,roughness,0.10242699249828834
7.5600000000000005,Carillon,harmonicity,0.901746821925424
7.5600000000000005,Harmonic,roughness,0.17609442877624087
7.5600000000000005,Harmonic,harmonicity,1.0588919475122058
7.57,Carillon,roughness,0.10312841690839405
7.57,Carillon,harmonicity,0.9025111487224561
7.57,Harmonic,roughness,0.17667491608930866
7.57,Harmonic,harmonicity,1.0603373137771026
7.58,Carillon,roughness,0.10381155279411473
7.58,Carillon,harmonicity,0.9042556993779663
7.58,Harmonic,roughness,0.17717591983821787
7.58,Harmonic,harmonicity,1.0618819189726607
7.59,Carillon,roughness,0.10447641177026011
7.59,Carillon,harmonicity,0.9050019387305448
7.59,Harmonic,roughness,0.17759943492942223
7.59,Harmonic,harmonicity,1.0634936431378839
7.6000000000000005,Carillon,roughness,0.10512301247589065
7.6000000000000005,Carillon,harmonicity,0.904781954227124
7.6000000000000005,Harmonic,roughness,0.17794740726193126
7.6000000000000005,Harmonic,harmonicity,1.0652159039931741
7.61,Carillon,roughness,0.10575137946853772
7.61,Carillon,harmonicity,0.9054668047616249
7.61,Harmonic,roughness,0.17822172850688056
7.61,Harmonic,harmonicity,1.06679611692701
7.62,Carillon,roughness,0.1063615422256802
7.62,Carillon,harmonicity,0.9044208799139178
7.62,Harmonic,roughness,0.1784242317090308
7.62,Harmonic,harmonicity,1.068430026305846
7.63,Carillon,roughness,0.10695353425232472
7.63,Carillon,harmonicity,0.9066549490453991
7.63,Harmonic,roughness,0.17855668768673497
7.63,Harmonic,harmonicity,1.07001825405826
7.640000000000001,Carillon,roughness,0.10752739229381085
7.640000000000001,Carillon,harmonicity,0.9071496981846091
7.640000000000001,Harmonic,roughness,0.17862080221126958
7.640000000000001,Harmonic,harmonicity,1.0715387253570363
7.65,Carillon,roughness,0.10793861676362967
7.65,Carillon,harmonicity,0.9075804755724002
7.65,Harmonic,roughness,0.17861821395069857
7.65,Harmonic,harmonicity,1.0729727712091848
7.66,Carillon,roughness,0.10847988854741156
7.66,Carillon,harmonicity,0.9079548851058218
7.66,Harmonic,roughness,0.17855049316769914
7.66,Harmonic,harmonicity,1.0743056287264139
7.67,Carillon,roughness,0.10900306548905019
7.67,Carillon,harmonicity,0.9090330430054845
7.67,Harmonic,roughness,0.17841914116503424
7.67,Harmonic,harmonicity,1.0755269310019098
7.68,Carillon,roughness,0.109508193397014
7.68,Carillon,harmonicity,0.9082513229958272
7.68,Harmonic,roughness,0.1782255904765985
7.68,Harmonic,harmonicity,1.076927401750828
7.69,Carillon,roughness,0.10995861427668009
7.69,Carillon,harmonicity,0.9088829180126323
7.69,Harmonic,roughness,0.1774112265841311
7.69,Harmonic,harmonicity,1.0776180479601418
7.7,Carillon,roughness,0.11042876459212127
7.7,Carillon,harmonicity,0.9074791559286793
7.7,Harmonic,roughness,0.17711323372711418
7.7,Harmonic,harmonicity,1.0784928512936989
7.71,Carillon,roughness,0.11066895552539326
7.71,Carillon,harmonicity,0.9076559649245852
7.71,Harmonic,roughness,0.17675650509052243
7.71,Harmonic,harmonicity,1.0792665449564338
7.72,Carillon,roughness,0.11110766703004066
7.72,Carillon,harmonicity,0.9101329318367404
7.72,Harmonic,roughness,0.17634222638682892
7.72,Harmonic,harmonicity,1.0799558441630412
7.73,Carillon,roughness,0.11152845902324253
7.73,Carillon,harmonicity,0.9105164671032278
7.73,Harmonic,roughness,0.17587152665737302
7.73,Harmonic,harmonicity,1.0805830923469826
7.74,Carillon,roughness,0.11200797743485605
7.74,Carillon,harmonicity,0.9116451427015054
7.74,Harmonic,roughness,0.1753454831407034
7.74,Harmonic,harmonicity,1.0811760052443853
7.75,Carillon,roughness,0.11239532209293018
7.75,Carillon,harmonicity,0.9123861239477843
7.75,Harmonic,roughness,0.17476512699420937
7.75,Harmonic,harmonicity,1.0817672854352651
7.76,Carillon,roughness,0.11276497393358015
7.76,Carillon,harmonicity,0.9137268357695089
7.76,Harmonic,roughness,0.174131449902916
7.76,Harmonic,harmonicity,1.0829067421960483
7.7700000000000005,Carillon,roughness,0.1131169936655111
7.7700000000000005,Carillon,harmonicity,0.9143844891240511
7.7700000000000005,Harmonic,roughness,0.17344541161429722
7.7700000000000005,Harmonic,harmonicity,1.0836145538725261
7.78,Carillon,roughness,0.1134514454593819
7.78,Carillon,harmonicity,0.915951788501474
7.78,Harmonic,roughness,0.17270794844315468
7.78,Harmonic,harmonicity,1.0839219596487717
7.79,Carillon,roughness,0.1137683978427068
7.79,Carillon,harmonicity,0.9157228764284487
7.79,Harmonic,roughness,0.17191998279596685
7.79,Harmonic,harmonicity,1.0849139206400218
7.8,Carillon,roughness,0.11406792472849658
7.8,Carillon,harmonicity,0.9201347706279889
7.8,Harmonic,roughness,0.17108243376966897
7.8,Harmonic,harmonicity,1.0861217341279068
7.8100000000000005,Carillon,roughness,0.1143501065824502
7.8100000000000005,Carillon,harmonicity,0.9225944643065408
7.8100000000000005,Harmonic,roughness,0.17019622888565397
7.8100000000000005,Harmonic,harmonicity,1.0875943060202458
7.82,Carillon,roughness,0.11461503173393965
7.82,Carillon,harmonicity,0.9255430406073575
7.82,Harmonic,roughness,0.16926231702585104
7.82,Harmonic,harmonicity,1.0893801941692096
7.83,Carillon,roughness,0.11486279783647027
7.83,Carillon,harmonicity,0.9286401725026506
7.83,Harmonic,roughness,0.16828168264405244
7.83,Harmonic,harmonicity,1.0915265565240393
7.84,Carillon,roughness,0.11509351348374115
7.84,Carillon,harmonicity,0.9323273457731327
7.84,Harmonic,roughness,0.1672553613323423
7.84,Harmonic,harmonicity,1.0940780561782513
7.8500000000000005,Carillon,roughness,0.11530729998792336
7.8500000000000005,Carillon,harmonicity,0.9368610359533122
7.8500000000000005,Harmonic,roughness,0.16618445682942892
7.8500000000000005,Harmonic,harmonicity,1.0972678833504903
7.86,Carillon,roughness,0.11550429332724722
7.86,Carillon,harmonicity,0.9414928445983737
7.86,Harmonic,roughness,0.16507015956500873
7.86,Harmonic,harmonicity,1.1005559455383485
7.87,Carillon,roughness,0.11568464627050926
7.87,Carillon,harmonicity,0.9441199212503415
7.87,Harmonic,roughness,0.16391376684203707
7.87,Harmonic,harmonicity,1.1045491707181
7.88,Carillon,roughness,0.11584853068664178
7.88,Carillon,harmonicity,0.9520538968223662
7.88,Harmonic,roughness,0.1627167047668373
7.88,Harmonic,harmonicity,1.1090790817880736
7.890000000000001,Carillon,roughness,0.11599614004803825
7.890000000000001,Carillon,harmonicity,0.9579661624927311
7.890000000000001,Harmonic,roughness,0.1614805520455833
7.890000000000001,Harmonic,harmonicity,1.1141615304113852
7.9,Carillon,roughness,0.11612769213690517
7.9,Carillon,harmonicity,0.9642782607783008
7.9,Harmonic,roughness,0.16020706577472732
7.9,Harmonic,harmonicity,1.1198036908351148
7.91,Carillon,roughness,0.11624343196451901
7.91,Carillon,harmonicity,0.9709665907577245
7.91,Harmonic,roughness,0.15889820936243546
7.91,Harmonic,harmonicity,1.1260033055111023
7.92,Carillon,roughness,0.11634363491388457
7.92,Carillon,harmonicity,0.9770949663062545
7.92,Harmonic,roughness,0.15755618272821503
7.92,Harmonic,harmonicity,1.1327480612009961
7.930000000000001,Carillon,roughness,0.11642861011695459
7.930000000000001,Carillon,harmonicity,0.9852444980409041
7.930000000000001,Harmonic,roughness,0.15618345493854796
7.930000000000001,Harmonic,harmonicity,1.1393451163687933
7.94,Carillon,roughness,0.11649870407825615
7.94,Carillon,harmonicity,0.9929637848834142
7.94,Harmonic,roughness,0.15478279944762285
7.94,Harmonic,harmonicity,1.1477707730414344
7.95,Carillon,roughness,0.1165543045574741
7.95,Carillon,harmonicity,0.9992945517507489
7.95,Harmonic,roughness,0.15335733212416092
7.95,Harmonic,harmonicity,1.1559703832691977
7.96,Carillon,roughness,0.116595844724303
7.96,Carillon,harmonicity,1.0057823499711844
7.96,Harmonic,roughness,0.1519105522579998
7.96,Harmonic,harmonicity,1.164558386877379
7.97,Carillon,roughness,0.1166238075996523
7.97,Carillon,harmonicity,1.018141030384945
7.97,Harmonic,roughness,0.15044638675342228
7.97,Harmonic,harmonicity,1.1734686187805745
7.98,Carillon,roughness,0.11663873079810677
7.98,Carillon,harmonicity,1.025136682506103
7.98,Harmonic,roughness,0.14896923773041043
7.98,Harmonic,harmonicity,1.1830914835477406
7.99,Carillon,roughness,0.1166412115874067
7.99,Carillon,harmonicity,1.034616681669372
7.99,Harmonic,roughness,0.14748403377000738
7.99,Harmonic,harmonicity,1.191941456729996
8,Carillon,roughness,0.11663191228159925
8,Carillon,harmonicity,1.0404238586470007
8,Harmonic,roughness,0.1459962850558466
8,Harmonic,harmonicity,1.2013246544637959
8.01,Carillon,roughness,0.11661156598545167
8.01,Carillon,harmonicity,1.053622213527021
8.01,Harmonic,roughness,0.14451214268082677
8.01,Harmonic,harmonicity,1.2088594329449787
8.02,Carillon,roughness,0.11658098270870546
8.02,Carillon,harmonicity,1.0572194789025604
8.02,Harmonic,roughness,0.1430384624057195
8.02,Harmonic,harmonicity,1.2190045091933905
8.03,Carillon,roughness,0.11654105586976145
8.03,Carillon,harmonicity,1.068171005793196
8.03,Harmonic,roughness,0.1415828731754633
8.03,Harmonic,harmonicity,1.228092894332579
8.040000000000001,Carillon,roughness,0.11649276920924238
8.040000000000001,Carillon,harmonicity,1.068390365128675
8.040000000000001,Harmonic,roughness,0.14044958777946262
8.040000000000001,Harmonic,harmonicity,1.2374353705355317
8.05,Carillon,roughness,0.11643666609277478
8.05,Carillon,harmonicity,1.0824083666246551
8.05,Harmonic,roughness,0.1390669841097464
8.05,Harmonic,harmonicity,1.2449019990716084
8.06,Carillon,roughness,0.1163712884171185
8.06,Carillon,harmonicity,1.0844433153101662
8.06,Harmonic,roughness,0.13739956345484625
8.06,Harmonic,harmonicity,1.253401491504596
8.07,Carillon,roughness,0.11629476157925643
8.07,Carillon,harmonicity,1.0948490514816163
8.07,Harmonic,roughness,0.13613329980743688
8.07,Harmonic,harmonicity,1.2594916380736154
8.08,Carillon,roughness,0.11620530374386379
8.08,Carillon,harmonicity,1.0952699445849985
8.08,Harmonic,roughness,0.13493765302086508
8.08,Harmonic,harmonicity,1.2660206844888098
8.09,Carillon,roughness,0.11610122209973293
8.09,Carillon,harmonicity,1.0950208202881093
8.09,Harmonic,roughness,0.13382666438079444
8.09,Harmonic,harmonicity,1.2712179665455567
8.1,Carillon,roughness,0.11598090953644948
8.1,Carillon,harmonicity,1.1043984339379067
8.1,Harmonic,roughness,0.1328157914545466
8.1,Harmonic,harmonicity,1.2748575932272865
8.11,Carillon,roughness,0.11584284173697076
8.11,Carillon,harmonicity,1.1028188708025184
8.11,Harmonic,roughness,0.13192202838020944
8.11,Harmonic,harmonicity,1.2786897769537933
8.120000000000001,Carillon,roughness,0.11568557468285653
8.120000000000001,Carillon,harmonicity,1.1068959784438486
8.120000000000001,Harmonic,roughness,0.1311640347317597
8.120000000000001,Harmonic,harmonicity,1.2808401129391207
8.13,Carillon,roughness,0.11550774256999165
8.13,Carillon,harmonicity,1.1075302021465554
8.13,Harmonic,roughness,0.13056227353131694
8.13,Harmonic,harmonicity,1.2818707310442448
8.14,Carillon,roughness,0.11530805613373364
8.14,Carillon,harmonicity,1.1136068660072826
8.14,Harmonic,roughness,0.13013889463921516
8.14,Harmonic,harmonicity,1.281750254964824
8.15,Carillon,roughness,0.11508530138353153
8.15,Carillon,harmonicity,1.1091726931150432
8.15,Harmonic,roughness,0.12989978230781962
8.15,Harmonic,harmonicity,1.2804600780916735
8.16,Carillon,roughness,0.11483833874815902
8.16,Carillon,harmonicity,1.1133079088749016
8.16,Harmonic,roughness,0.12959515856141493
8.16,Harmonic,harmonicity,1.2779945668719532
8.17,Carillon,roughness,0.11456610263384417
8.17,Carillon,harmonicity,1.1129655491634434
8.17,Harmonic,roughness,0.1296665120213248
8.17,Harmonic,harmonicity,1.2743612904971617
8.18,Carillon,roughness,0.11426760139870971
8.18,Carillon,harmonicity,1.1098504513267766
8.18,Harmonic,roughness,0.129855972002012
8.18,Harmonic,harmonicity,1.2697360238761923
8.19,Carillon,roughness,0.11394191774807912
8.19,Carillon,harmonicity,1.1069734504686681
8.19,Harmonic,roughness,0.1301442265493869
8.19,Harmonic,harmonicity,1.2636890589021548
8.2,Carillon,roughness,0.11358820955640421
8.2,Carillon,harmonicity,1.101267723031309
8.2,Harmonic,roughness,0.13051351902056862
8.2,Harmonic,harmonicity,1.256732899238478
8.21,Carillon,roughness,0.11320571112273566
8.21,Carillon,harmonicity,1.096941513314793
8.21,Harmonic,roughness,0.1309475309025714
8.21,Harmonic,harmonicity,1.2487742644978128
8.22,Carillon,roughness,0.11279373486789679
8.22,Carillon,harmonicity,1.0943528505583207
8.22,Harmonic,roughness,0.13143127238077978
8.22,Harmonic,harmonicity,1.2398872791070177
8.23,Carillon,roughness,0.11235167348275867
8.23,Carillon,harmonicity,1.0886021684205054
8.23,Harmonic,roughness,0.13195098022283416
8.23,Harmonic,harmonicity,1.2302356979346032
8.24,Carillon,roughness,0.1118790025382944
8.24,Carillon,harmonicity,1.0827731242981251
8.24,Harmonic,roughness,0.132494022570428
8.24,Harmonic,harmonicity,1.2196810496100545
8.25,Carillon,roughness,0.11137528356940263
8.25,Carillon,harmonicity,1.0779598195330289
8.25,Harmonic,roughness,0.13304881025738968
8.25,Harmonic,harmonicity,1.2085615695048357
8.26,Carillon,roughness,0.11129048396419305
8.26,Carillon,harmonicity,1.0740500914593687
8.26,Harmonic,roughness,0.13360471429693271
8.26,Harmonic,harmonicity,1.2015556079750658
8.27,Carillon,roughness,0.11073270840171992
8.27,Carillon,harmonicity,1.061846539440441
8.27,Harmonic,roughness,0.13415198920432547
8.27,Harmonic,harmonicity,1.1860044185816925
8.28,Carillon,roughness,0.11014329877960859
8.28,Carillon,harmonicity,1.0592068893574669
8.28,Harmonic,roughness,0.13468170184373812
8.28,Harmonic,harmonicity,1.1761056726825776
8.290000000000001,Carillon,roughness,0.10952220459108401
8.290000000000001,Carillon,harmonicity,1.0462531572318154
8.290000000000001,Harmonic,roughness,0.1351856655093255
8.290000000000001,Harmonic,harmonicity,1.1599070626695793
8.3,Carillon,roughness,0.10886948439320296
8.3,Carillon,harmonicity,1.0436334263454192
8.3,Harmonic,roughness,0.13565637897112065
8.3,Harmonic,harmonicity,1.1509487312667648
8.31,Carillon,roughness,0.10818531206432276
8.31,Carillon,harmonicity,1.0312105159410094
8.31,Harmonic,roughness,0.1360869702360047
8.31,Harmonic,harmonicity,1.134857540019003
8.32,Carillon,roughness,0.10746998365942367
8.32,Carillon,harmonicity,1.027933040214437
8.32,Harmonic,roughness,0.1364711447928349
