vars,creation_time,failed,failed_reason,time_of_death,id,module_id,participant_id,time_started,time_finished,time_aborted,started,finished,aborted,type,participant_group,in_repeat_phase,performance_check,trials_to_repeat,repeat_trial_index,n_completed_trials,block_order,block_position,block,participated_networks,n_participant_trials_in_trial_maker,n_participant_trials_in_block,class,object_type
{},2023-02-16 20:23:01,False,,,607,consonance_main_experiment,186,2023-02-16 20:23:01,2023-02-16 20:28:28,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.3333333333333333, 'passed': True}","[5052, 5184, 5290, 4958]",4.0,54,['default'],0,default,"[34, 16, 33, 52, 39, 37, 49, 46, 15, 24, 45, 35, 29, 7, 31, 36, 56, 43, 14, 42, 53, 21, 30, 44, 11, 50, 25, 12, 18, 28, 55, 38, 22, 47, 19, 26, 23, 17, 13, 8, 40, 10, 54, 9, 27, 48, 51, 32, 41, 20, 45, 21, 26, 39]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:23:02,False,,,608,headphone_test,188,2023-02-16 20:23:02,2023-02-16 20:23:47,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 3, 2, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:24:02,False,,,610,consonance_main_experiment,188,2023-02-16 20:24:02,2023-02-16 20:28:13,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5, 'passed': True}","[5047, 5265, 5005, 5320]",4.0,54,['default'],0,default,"[37, 13, 25, 48, 9, 12, 33, 43, 52, 50, 51, 26, 23, 32, 19, 18, 10, 53, 27, 47, 14, 17, 15, 45, 34, 40, 35, 39, 31, 46, 55, 29, 22, 56, 24, 42, 8, 49, 11, 30, 41, 36, 21, 20, 38, 16, 28, 7, 54, 44, 12, 56, 25, 38]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:25:49,False,,,617,headphone_test,189,2023-02-16 20:25:49,2023-02-16 20:26:23,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 2, 6, 3, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:26:37,False,,,621,consonance_main_experiment,189,2023-02-16 20:26:37,2023-02-16 20:30:21,,True,True,False,ChainTrialMakerState,default,True,"{'score': 1.0, 'passed': True}","[5343, 5382, 5339, 5404]",4.0,54,['default'],0,default,"[16, 39, 23, 15, 56, 41, 24, 40, 37, 21, 14, 42, 46, 28, 34, 38, 54, 13, 33, 20, 12, 49, 11, 17, 19, 7, 8, 30, 31, 53, 43, 55, 35, 25, 26, 22, 48, 9, 10, 29, 50, 47, 52, 27, 44, 51, 36, 32, 18, 45, 33, 25, 13, 45]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:30:14,False,,,642,headphone_test,198,2023-02-16 20:30:14,,,True,False,False,ChainTrialMakerState,default,False,,,,2,['default'],0,default,"[4, 3]",3,3,ChainTrialMakerState,ModuleState
{},2023-02-16 20:30:30,False,,,645,headphone_test,197,2023-02-16 20:30:30,2023-02-16 20:31:05,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 4, 5, 6, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:30:38,False,,,646,headphone_test,195,2023-02-16 20:30:38,2023-02-16 20:31:17,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 5, 6, 1, 4, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:31:02,False,,,648,headphone_test,194,2023-02-16 20:31:02,2023-02-16 20:32:07,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 2, 6, 1, 5, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:31:16,False,,,649,consonance_main_experiment,197,2023-02-16 20:31:16,2023-02-16 20:35:13,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.05555555555555555, 'passed': True}","[5488, 5474, 5481, 5510]",4.0,54,['default'],0,default,"[46, 26, 23, 49, 37, 27, 19, 14, 16, 47, 33, 17, 24, 13, 30, 41, 31, 55, 20, 34, 9, 40, 25, 45, 29, 15, 50, 7, 10, 51, 42, 44, 8, 21, 56, 35, 43, 32, 52, 18, 54, 36, 22, 39, 48, 28, 12, 53, 38, 11, 15, 40, 45, 44]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:31:31,False,,,650,consonance_main_experiment,195,2023-02-16 20:31:31,2023-02-16 20:35:45,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5, 'passed': True}","[5478, 5588, 5577, 5434]",4.0,54,['default'],0,default,"[42, 40, 51, 23, 47, 15, 37, 19, 55, 20, 34, 44, 33, 10, 11, 29, 52, 8, 30, 12, 49, 22, 45, 54, 35, 16, 7, 9, 13, 18, 25, 27, 17, 50, 31, 24, 36, 53, 14, 21, 43, 41, 32, 39, 28, 46, 38, 56, 48, 26, 29, 39, 41, 51]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:32:16,False,,,653,consonance_main_experiment,194,2023-02-16 20:32:16,2023-02-16 20:39:12,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.21081851067789195, 'passed': True}","[5626, 5533, 5518, 5473]",4.0,54,['default'],0,default,"[18, 53, 41, 10, 26, 50, 14, 40, 32, 21, 44, 25, 23, 54, 45, 49, 52, 19, 29, 9, 27, 24, 34, 7, 37, 38, 55, 17, 36, 30, 35, 43, 11, 15, 28, 20, 51, 48, 22, 39, 31, 33, 8, 13, 12, 42, 56, 46, 16, 47, 11, 19, 45, 14]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:32:43,False,,,655,headphone_test,196,2023-02-16 20:32:43,2023-02-16 20:33:19,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[6, 2, 5, 1, 4, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:33:10,False,,,658,headphone_test,200,2023-02-16 20:33:10,2023-02-16 20:33:47,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 6, 5, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:33:46,False,,,660,consonance_main_experiment,196,2023-02-16 20:33:46,2023-02-16 20:38:03,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5, 'passed': True}","[5559, 5691, 5629, 5595]",4.0,54,['default'],0,default,"[11, 19, 32, 55, 15, 23, 42, 17, 21, 35, 44, 43, 54, 7, 48, 53, 9, 20, 37, 14, 56, 36, 40, 8, 45, 49, 25, 51, 27, 31, 12, 28, 10, 39, 47, 24, 18, 34, 26, 13, 52, 22, 33, 16, 30, 29, 38, 50, 46, 41, 35, 41, 25, 9]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:34:04,False,,,663,consonance_main_experiment,200,2023-02-16 20:34:04,2023-02-16 20:38:45,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[5674, 5665, 5668, 5689]",4.0,54,['default'],0,default,"[39, 49, 9, 24, 30, 56, 36, 47, 16, 44, 14, 53, 41, 50, 13, 22, 40, 15, 45, 26, 8, 34, 19, 10, 37, 21, 25, 31, 32, 17, 43, 54, 7, 29, 23, 27, 42, 33, 38, 11, 28, 18, 55, 48, 46, 35, 51, 20, 12, 52, 42, 29, 23, 18]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:36:48,False,,,667,headphone_test,201,2023-02-16 20:36:48,2023-02-16 20:37:36,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 5, 2, 1, 6, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:37:58,False,,,671,headphone_test,203,2023-02-16 20:37:58,2023-02-16 20:38:50,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 2, 6, 4, 3, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:38:01,False,,,673,consonance_main_experiment,201,2023-02-16 20:38:01,2023-02-16 20:45:20,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[5775, 5898, 5792, 6002]",4.0,54,['default'],0,default,"[51, 40, 36, 13, 44, 24, 48, 47, 7, 26, 45, 18, 50, 11, 56, 25, 49, 15, 14, 46, 8, 23, 19, 28, 37, 42, 16, 38, 30, 41, 52, 21, 31, 39, 53, 17, 54, 27, 55, 29, 22, 20, 34, 10, 35, 33, 43, 9, 32, 12, 46, 39, 19, 35]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:38:13,False,,,674,headphone_test,204,2023-02-16 20:38:13,2023-02-16 20:38:49,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 6, 1, 4, 5, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:39:00,False,,,677,consonance_main_experiment,203,2023-02-16 20:39:00,2023-02-16 20:42:42,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.3333333333333333, 'passed': True}","[5766, 5883, 5800, 5819]",4.0,54,['default'],0,default,"[36, 49, 51, 33, 38, 45, 39, 48, 54, 40, 47, 8, 41, 42, 29, 21, 19, 31, 35, 28, 12, 44, 18, 14, 37, 43, 20, 56, 52, 23, 17, 10, 50, 32, 16, 46, 7, 27, 55, 13, 9, 22, 24, 26, 25, 15, 11, 34, 30, 53, 42, 34, 43, 10]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:39:35,False,,,680,consonance_main_experiment,204,2023-02-16 20:39:35,2023-02-16 20:43:27,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.7745966692414834, 'passed': True}","[5782, 5758, 5809, 5894]",4.0,54,['default'],0,default,"[40, 26, 32, 11, 52, 27, 47, 15, 35, 22, 30, 53, 7, 25, 56, 24, 54, 10, 14, 55, 51, 43, 49, 41, 45, 21, 48, 37, 20, 36, 28, 42, 29, 13, 19, 17, 12, 18, 39, 9, 16, 33, 50, 44, 34, 8, 46, 31, 38, 23, 53, 32, 55, 9]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:40:27,False,,,692,headphone_test,210,2023-02-16 20:40:27,2023-02-16 20:41:02,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 5, 1, 4, 6, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:40:47,False,,,694,headphone_test,211,2023-02-16 20:40:47,2023-02-16 20:41:41,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 5, 1, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:41:10,False,,,698,consonance_main_experiment,210,2023-02-16 20:41:10,2023-02-16 20:44:37,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.8, 'passed': True}","[5831, 5846, 5896, 6016]",4.0,54,['default'],0,default,"[32, 48, 18, 46, 21, 36, 23, 19, 50, 13, 26, 35, 39, 40, 55, 24, 8, 54, 15, 28, 41, 16, 30, 45, 42, 17, 44, 14, 34, 43, 10, 52, 33, 47, 12, 31, 7, 20, 51, 38, 9, 53, 49, 11, 56, 37, 22, 27, 29, 25, 46, 19, 28, 37]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:41:46,False,,,702,headphone_test,208,2023-02-16 20:41:46,2023-02-16 20:42:35,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 5, 2, 6, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:41:56,False,,,704,consonance_main_experiment,211,2023-02-16 20:41:56,2023-02-16 20:45:49,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5443310539518174, 'passed': True}","[6073, 5928, 5989, 5980]",4.0,54,['default'],0,default,"[30, 33, 43, 44, 13, 55, 27, 36, 9, 38, 42, 23, 10, 16, 45, 31, 24, 51, 12, 52, 18, 41, 54, 11, 34, 39, 32, 53, 29, 7, 15, 37, 25, 20, 17, 19, 49, 48, 56, 50, 47, 22, 28, 46, 14, 40, 35, 26, 21, 8, 56, 23, 34, 54]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:42:18,False,,,706,headphone_test,207,2023-02-16 20:42:18,2023-02-16 20:42:58,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 6, 3, 1, 5, 4]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:42:50,False,,,709,headphone_test,206,2023-02-16 20:42:50,2023-02-16 20:43:25,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 4, 6, 1, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:43:02,False,,,711,consonance_main_experiment,208,2023-02-16 20:43:02,,,True,False,False,ChainTrialMakerState,default,True,"{'score': None, 'passed': False}","[6027, 5937, 6216, 6013]",4.0,54,['default'],0,default,"[9, 33, 18, 12, 50, 7, 38, 31, 46, 48, 24, 29, 16, 8, 53, 11, 19, 56, 45, 23, 40, 17, 26, 52, 54, 27, 49, 55, 20, 39, 32, 13, 43, 30, 21, 10, 41, 34, 14, 47, 51, 37, 36, 35, 15, 44, 28, 25, 22, 42, 16, 9, 15, 24]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:43:14,False,,,713,consonance_main_experiment,207,2023-02-16 20:43:14,2023-02-16 20:47:36,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[6037, 6144, 6110, 6197]",4.0,54,['default'],0,default,"[8, 51, 21, 27, 10, 53, 38, 55, 41, 43, 19, 17, 47, 48, 45, 32, 34, 22, 37, 40, 23, 52, 15, 56, 13, 12, 18, 36, 16, 9, 14, 50, 28, 29, 49, 30, 31, 11, 42, 20, 44, 7, 39, 33, 26, 25, 46, 35, 54, 24, 17, 16, 15, 42]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:43:38,False,,,716,headphone_test,209,2023-02-16 20:43:38,2023-02-16 20:44:17,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 6, 5, 4, 1, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:43:40,False,,,717,consonance_main_experiment,206,2023-02-16 20:43:40,2023-02-16 20:47:50,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[6147, 6095, 6011, 6071]",4.0,54,['default'],0,default,"[16, 22, 26, 35, 48, 12, 30, 28, 40, 7, 19, 34, 42, 43, 9, 56, 27, 11, 25, 23, 39, 38, 54, 24, 17, 31, 29, 44, 49, 37, 53, 33, 13, 10, 18, 21, 51, 45, 55, 41, 20, 50, 14, 32, 46, 15, 8, 47, 52, 36, 31, 11, 35, 42]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:44:01,False,,,719,headphone_test,218,2023-02-16 20:44:01,2023-02-16 20:44:48,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 1, 6, 5, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:44:36,False,,,721,consonance_main_experiment,209,2023-02-16 20:44:36,2023-02-16 20:48:57,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.31622776601683794, 'passed': True}","[6185, 6331, 6065, 6319]",4.0,54,['default'],0,default,"[9, 52, 19, 26, 45, 44, 15, 10, 32, 46, 28, 17, 20, 21, 51, 12, 22, 41, 16, 39, 30, 31, 33, 49, 18, 56, 54, 36, 25, 8, 47, 13, 34, 42, 23, 11, 37, 40, 7, 55, 14, 43, 29, 35, 27, 24, 53, 38, 48, 50, 30, 48, 9, 24]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:45:09,False,,,723,consonance_main_experiment,218,2023-02-16 20:45:09,2023-02-16 20:50:05,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.0, 'passed': True}","[6297, 6242, 6364, 6292]",4.0,54,['default'],0,default,"[25, 9, 24, 40, 51, 47, 48, 50, 27, 11, 12, 15, 52, 14, 13, 53, 46, 17, 32, 20, 42, 56, 49, 37, 23, 38, 10, 41, 21, 30, 7, 19, 26, 29, 31, 39, 33, 35, 55, 8, 18, 16, 34, 45, 28, 22, 36, 43, 44, 54, 38, 17, 45, 23]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:45:29,False,,,725,headphone_test,219,2023-02-16 20:45:29,2023-02-16 20:46:08,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 2, 5, 6, 4, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:46:38,False,,,729,headphone_test,214,2023-02-16 20:46:38,2023-02-16 20:47:16,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 2, 1, 5, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:46:45,False,,,730,consonance_main_experiment,219,2023-02-16 20:46:45,2023-02-16 20:51:10,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.9486832980505138, 'passed': True}","[6278, 6369, 6302, 6336]",4.0,54,['default'],0,default,"[15, 38, 23, 22, 25, 12, 51, 39, 50, 11, 44, 35, 40, 26, 31, 28, 29, 41, 37, 53, 54, 27, 16, 17, 33, 32, 19, 18, 8, 34, 48, 14, 9, 30, 21, 10, 52, 49, 42, 56, 45, 55, 13, 7, 24, 47, 43, 46, 20, 36, 50, 14, 26, 27]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:47:29,False,,,731,consonance_main_experiment,214,2023-02-16 20:47:29,2023-02-16 20:51:47,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.9428090415820635, 'passed': True}","[6291, 6286, 6417, 6393]",4.0,54,['default'],0,default,"[48, 10, 40, 34, 38, 13, 46, 18, 33, 54, 14, 22, 43, 7, 50, 44, 53, 36, 15, 27, 42, 23, 37, 55, 39, 32, 12, 35, 51, 26, 16, 11, 17, 49, 56, 31, 41, 21, 25, 30, 19, 24, 28, 45, 47, 29, 52, 9, 20, 8, 40, 10, 28, 16]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:51:02,False,,,739,headphone_test,221,2023-02-16 20:51:02,2023-02-16 20:51:36,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 4, 6, 2, 5, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:51:43,False,,,741,consonance_main_experiment,221,2023-02-16 20:51:43,2023-02-16 20:55:44,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.5, 'passed': True}","[6468, 6437, 6478, 6459]",4.0,54,['default'],0,default,"[27, 37, 54, 20, 28, 15, 29, 45, 23, 8, 47, 24, 11, 46, 40, 33, 26, 10, 44, 50, 13, 18, 9, 32, 30, 25, 21, 41, 17, 22, 19, 35, 7, 31, 53, 14, 16, 42, 52, 38, 34, 36, 49, 39, 43, 56, 48, 51, 55, 12, 22, 27, 14, 18]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:53:56,False,,,745,headphone_test,220,2023-02-16 20:53:56,2023-02-16 20:54:33,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 4, 5, 6, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:55:17,False,,,746,consonance_main_experiment,220,2023-02-16 20:55:17,2023-02-16 21:00:00,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.0, 'passed': True}","[6555, 6503, 6557, 6532]",4.0,54,['default'],0,default,"[11, 40, 56, 48, 19, 26, 43, 38, 20, 39, 21, 9, 30, 23, 17, 25, 14, 35, 7, 36, 46, 44, 18, 31, 16, 12, 22, 47, 50, 15, 53, 32, 33, 41, 28, 27, 24, 54, 52, 55, 34, 29, 37, 45, 8, 10, 51, 13, 49, 42, 37, 26, 45, 47]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:55:56,False,,,748,headphone_test,222,2023-02-16 20:55:56,2023-02-16 20:56:58,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 6, 2, 1, 4, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:57:36,False,,,750,consonance_main_experiment,222,2023-02-16 20:57:36,2023-02-16 21:03:40,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[6623, 6580, 6569, 6543]",4.0,54,['default'],0,default,"[25, 53, 42, 39, 36, 38, 11, 18, 13, 32, 41, 49, 14, 40, 45, 37, 28, 33, 30, 24, 50, 19, 51, 55, 9, 35, 22, 29, 26, 15, 52, 23, 56, 34, 10, 8, 17, 16, 7, 47, 46, 12, 54, 43, 48, 21, 27, 31, 44, 20, 56, 33, 45, 36]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 20:59:02,False,,,755,headphone_test,224,2023-02-16 20:59:02,2023-02-16 20:59:40,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[6, 5, 1, 2, 4, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 20:59:45,False,,,757,consonance_main_experiment,224,2023-02-16 20:59:45,2023-02-16 21:03:28,,True,True,False,ChainTrialMakerState,default,True,"{'score': -0.3333333333333333, 'passed': True}","[6677, 6652, 6578, 6626]",4.0,54,['default'],0,default,"[35, 50, 16, 28, 54, 14, 33, 41, 8, 21, 36, 17, 30, 47, 34, 32, 42, 31, 37, 25, 29, 10, 27, 9, 26, 49, 18, 13, 24, 23, 55, 46, 22, 45, 43, 11, 48, 44, 20, 40, 19, 38, 51, 56, 15, 12, 7, 52, 53, 39, 52, 44, 35, 49]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 21:01:07,False,,,760,headphone_test,225,2023-02-16 21:01:07,2023-02-16 21:01:44,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 5, 2, 1, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 21:01:57,False,,,761,consonance_main_experiment,225,2023-02-16 21:01:57,2023-02-16 21:06:08,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5773502691896258, 'passed': True}","[6715, 6711, 6702, 6705]",4.0,54,['default'],0,default,"[27, 17, 50, 29, 22, 38, 45, 49, 48, 19, 23, 12, 46, 36, 7, 14, 43, 11, 35, 16, 20, 24, 28, 51, 54, 42, 44, 41, 9, 8, 55, 25, 13, 52, 39, 32, 26, 33, 47, 10, 18, 15, 40, 34, 30, 37, 56, 31, 53, 21, 33, 52, 54, 41]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 21:16:38,False,,,769,headphone_test,227,2023-02-16 21:16:38,,,True,False,False,ChainTrialMakerState,default,False,,,,0,['default'],0,default,[],1,1,ChainTrialMakerState,ModuleState
{},2023-02-16 21:24:10,False,,,774,headphone_test,229,2023-02-16 21:24:10,2023-02-16 21:24:57,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[6, 5, 1, 4, 2, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 21:25:04,False,,,775,consonance_main_experiment,229,2023-02-16 21:25:04,2023-02-16 21:30:13,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.10540925533894598, 'passed': True}","[6759, 6750, 6749, 6768]",4.0,54,['default'],0,default,"[30, 15, 46, 21, 38, 33, 31, 35, 42, 18, 44, 43, 48, 51, 39, 9, 55, 23, 32, 52, 20, 14, 49, 45, 12, 28, 19, 37, 25, 53, 11, 27, 26, 40, 34, 56, 47, 54, 41, 10, 50, 22, 17, 36, 8, 29, 16, 7, 24, 13, 20, 43, 44, 53]",54,54,ChainTrialMakerState,ModuleState
